ACCOUNT_KEY,AGE,GENDER,MARITAL_STATUS,INCOME_MIDPOINT,CHILDREN_IN_HH,NUMBER_OF_CHILDREN
999562,44,Male,Married,112500,N,
999721,68,Male,Married,87500,Y,2
999741,,,Married,42500,,
999747,,,,,,
999993,36,Female,Married,187500,Y,1
1000194,71,Male,Married,150000,N,1
1000225,44,Male,Single,150000,Y,1
1000268,62,Female,Married,150000,N,0
1000275,26,Male,Single,27500,,
1000385,63,Male,Married,112500,N,0
1000484,50,Male,Married,187500,Y,1
1000569,,,Single,85000,Y,1
1000768,,,,,,
1000778,,,,,,
1000781,48,Female,Married,150000,Y,3
1000782,54,Male,Married,150000,N,0
1000794,76,Female,Married,45000,N,0
1000807,67,Female,Married,45000,N,0
1000902,55,Male,Married,150000,N,0
1001082,61,Male,Single,85000,N,
1001095,54,Male,Married,150000,Y,1
1001236,63,Male,Married,150000,N,
1001258,29,Male,Single,65000,N,
1001290,,,,,,
1001398,58,Male,Married,70000,,
1001427,22,Male,Married,125000,Y,1
1001575,51,Male,Single,150000,Y,1
1001674,25,Male,Single,45000,N,1
1001698,51,Male,Single,150000,N,0
1001755,41,Male,Married,75000,Y,6
1001876,56,Male,Married,162500,N,0
1001888,51,Male,Single,150000,Y,3
1002070,48,Female,Married,95000,Y,4
1002406,59,Male,Married,150000,Y,1
1002600,47,Female,Married,95000,Y,4
1002768,60,Female,Married,150000,N,0
1002777,57,Male,Married,150000,Y,1
1003003,50,Male,Married,150000,Y,4
1003180,29,Male,Married,75000,Y,1
1003318,36,Male,Single,225000,Y,1
1003476,64,Male,Married,150000,N,0
1003502,48,Male,Married,112500,Y,4
1003540,62,Male,Married,150000,N,0
1003596,,,,,,
1003609,65,Male,Single,7500,N,
1003635,57,Male,Single,112500,N,
1003730,78,Male,Married,45000,N,0
1004077,47,Female,Married,95000,Y,4
1004544,44,Male,Married,137500,Y,2
1004716,48,Male,Single,150000,Y,3
1004844,50,Male,Single,45000,N,
1004845,51,Female,Single,35000,N,
1005053,54,Male,Married,187500,N,0
1005094,58,Male,Married,125000,,
1005307,,,,,,
1005319,37,Male,Single,112500,Y,1
1005734,27,Male,Single,75000,N,
1005771,40,Male,Married,112500,Y,1
1005949,,,,,,
1005979,45,Male,Married,85000,Y,3
1006064,43,Male,Married,150000,Y,1
1006669,64,Male,Married,225000,Y,1
1006766,,,Married,137500,Y,4
1006841,44,Male,Married,87500,,
1006914,54,Male,Married,250000,N,0
1007114,,,,,,
1007292,49,Male,Single,95000,N,0
1007577,65,Male,Married,150000,N,0
1007686,43,Male,Single,150000,N,0
1007725,,,,,,
1007765,34,Male,Single,55000,N,0
1007866,23,,Married,65000,N,0
1007957,83,Male,Married,85000,N,0
1008052,52,Female,Married,85000,Y,3
1008082,40,Female,Married,85000,Y,2
1008152,60,Male,Married,112500,N,0
1008163,73,Male,Married,112500,N,0
1008169,56,Male,Married,150000,N,0
1008273,36,Female,Single,137500,Y,2
1008519,,,Married,125000,Y,1
1008613,56,Male,Married,87500,N,0
1008786,,,,,,
1008856,,,,,,
1008894,,,,,,
1009897,35,Male,Married,112500,Y,2
1010072,26,Male,Married,150000,N,
1010190,56,Male,Married,52500,N,0
1010649,,,,,,
1010855,93,Male,Married,137500,N,0
1010984,,,,,,
1011290,,,,,,
1011820,76,Male,Married,125000,N,0
1011823,,,,,,
1011922,29,Male,Single,75000,Y,2
1012167,57,Male,Married,112500,N,0
1012276,,,,,,
1012308,25,Male,Married,137500,N,0
1012438,67,Female,Single,95000,N,0
1012464,66,Male,Single,65000,N,0
1012631,50,Female,Married,150000,Y,4
1012824,70,Male,Married,250000,N,0
1012869,64,Male,Married,150000,Y,1
1012994,28,Male,Single,112500,N,
1013039,43,Male,Single,137500,N,0
1013065,28,Male,Single,125000,,
1013265,64,Female,Single,22500,N,0
1013276,77,Female,Married,137500,Y,1
1013460,60,Female,Married,250000,Y,5
1013619,,,,,,
1013818,33,Male,Single,150000,Y,1
1014169,44,Male,Married,45000,Y,6
1014249,54,Female,Married,112500,Y,1
1014289,52,Male,Single,7500,N,0
1014301,55,Male,Married,112500,Y,1
1014393,55,Male,Married,25000,Y,1
1014458,54,Male,Married,95000,Y,2
1014492,67,Male,Single,150000,N,0
1015025,50,Male,Married,75000,Y,1
1015118,26,Male,Married,137500,N,
1015284,49,Male,Married,150000,Y,2
1015656,,,,,,
1015698,,,,,,
1015772,,,,,,
1015833,61,Female,Married,150000,N,0
1015877,54,Female,Single,112500,Y,2
1015928,39,Male,Married,150000,Y,5
1016001,32,Male,Single,187500,Y,1
1016133,,,,,,
1016371,38,Female,Married,150000,Y,1
1016434,,,,,,
1016517,77,Male,Married,95000,Y,1
1016739,,Male,Single,125000,N,0
1016948,38,Male,Single,42500,,
1017094,,,,,,
1017132,57,Male,Single,137500,Y,3
1017551,35,Female,Married,75000,Y,1
1017570,46,Male,Married,75000,N,0
1017799,70,Female,Married,250000,N,0
1017962,37,Male,Married,125000,Y,1
1018044,60,Female,Married,150000,N,
1018142,50,Female,Married,75000,N,3
1018453,67,Male,Married,150000,N,0
1018473,66,Male,Married,150000,Y,3
1018639,,,,,,
1018737,65,Male,Married,75000,N,0
1018971,81,Female,Single,35000,N,0
1018977,,,,,,
1019127,63,Male,Single,45000,N,0
1019221,28,Male,Single,112500,N,
1019327,,Male,Married,125000,Y,1
1019400,63,Male,Married,95000,N,0
1019483,86,Male,Married,137500,N,
1019771,22,Female,Married,150000,N,
1020139,60,Male,Married,187500,,
1020210,62,Male,Single,250000,N,0
1020319,64,Male,Single,112500,N,0
1020345,,,,,,
1020413,63,Male,Married,112500,Y,1
1020735,34,Female,Single,87500,Y,1
1020885,48,Male,Married,125000,Y,4
1020898,48,Male,Single,37500,Y,1
1021058,52,Male,Married,87500,Y,5
1021269,69,Male,Married,137500,N,
1021361,77,Male,Married,85000,Y,1
1021419,28,Male,Single,75000,N,0
1021432,66,Male,Married,225000,,
1021792,34,Male,Married,187500,Y,4
1021856,,,,,,
1021890,30,Male,Single,125000,,
1022017,42,Male,Married,125000,N,0
1022043,52,Female,Married,87500,Y,1
1022394,65,Male,Married,75000,Y,1
1022457,41,Female,Single,75000,Y,1
1022502,50,Male,Married,150000,Y,2
1022518,68,Male,Married,75000,N,2
1022566,64,Male,Single,75000,Y,1
1022830,44,Female,Married,137500,Y,1
1022834,,,,,,
1023324,38,Male,Single,137500,Y,1
1023365,88,Male,Married,150000,N,0
1023417,,,,,,
1023489,61,Male,Married,150000,Y,1
1023586,38,Male,Single,27500,,
1023689,29,Male,Single,112500,N,0
1023869,66,Male,Married,55000,Y,1
1023962,66,Male,Married,125000,,
1024219,39,Female,Married,150000,Y,2
1024448,42,Male,Married,150000,Y,1
1024668,54,Male,Single,125000,N,0
1024779,62,Male,Married,87500,Y,1
1024833,58,Male,Married,32500,Y,1
1024925,56,Male,Married,187500,N,0
1024986,,,,,,
1025037,54,Female,Married,125000,Y,1
1025075,69,Male,Single,150000,Y,1
1025182,62,Male,Married,162500,Y,1
1025268,55,Male,Married,150000,Y,1
1025400,41,Male,Married,95000,N,0
1025484,,,,,,
1025613,52,Male,Single,87500,Y,2
1025662,52,Male,Single,65000,Y,2
1025767,68,Male,Married,250000,N,0
1025958,56,Male,Married,150000,Y,2
1026214,,,,,,
1026229,58,Female,Married,150000,Y,1
1026300,73,Male,Single,112500,N,0
1026432,64,Female,Single,125000,Y,1
1026491,56,Male,Married,125000,Y,1
1026534,54,Male,Married,250000,Y,1
1026611,41,Male,Married,85000,Y,1
1027016,74,Male,Married,112500,N,0
1027031,30,Male,Single,137500,N,0
1027099,29,,Single,150000,N,
1027349,54,,Married,47500,Y,5
1027442,49,Male,Married,150000,Y,2
1027443,,,,,,
1027452,35,Male,Married,112500,Y,3
1027469,69,Male,Married,95000,Y,1
1027545,,,,,,
1027567,59,Female,Married,150000,N,0
1027574,63,Female,Married,65000,N,
1027627,70,Male,Married,187500,Y,1
1027669,59,Male,Married,150000,Y,1
1027794,42,Male,Married,150000,Y,4
1028029,72,Male,Married,137500,N,
1028252,47,Male,Married,150000,Y,1
1028312,68,Male,Married,150000,N,0
1028321,32,Female,Single,95000,Y,3
1028430,41,Female,Married,150000,Y,1
1028540,31,Male,Married,150000,Y,1
1028818,52,Male,Married,150000,N,0
1028826,46,Male,Married,112500,Y,2
1029028,,Male,Married,95000,Y,3
1029298,26,Male,Married,150000,Y,1
1029316,,,,,,
1029390,43,Male,Single,112500,N,2
1029488,,,,,,
1029636,57,Male,Married,75000,Y,1
1029678,56,Female,Married,125000,Y,1
1029883,80,Male,Single,65000,N,0
1030254,25,Female,Married,95000,N,
1030434,,,,,,
1030616,,,,,,
1030860,22,Male,Married,150000,Y,1
1031229,,,,,,
1031317,59,Male,Married,75000,Y,1
1031323,48,Female,Married,112500,Y,4
1031345,68,Male,Single,112500,N,0
1031513,40,Female,Single,125000,N,0
1031516,58,Male,Married,150000,N,
1031704,51,Female,Married,150000,N,
1031800,44,Male,Married,75000,Y,5
1031860,,,Married,225000,Y,2
1031948,77,,Married,150000,Y,1
1032188,42,Male,Married,187500,N,0
1032230,59,Female,Single,55000,N,0
1032299,38,Male,Single,150000,Y,1
1032372,59,Male,Married,150000,Y,1
1032877,61,Male,Married,150000,N,0
1032885,,,,,,
1033128,,Male,,,,
1033204,99,Male,Single,150000,Y,1
1033462,60,Male,Married,150000,N,0
1033665,74,Male,Single,150000,N,0
1033986,40,Male,Single,75000,Y,1
1034132,76,,Single,5000,,
1034165,36,Male,Married,25000,Y,1
1034174,,,,,,
1034183,,,Married,137500,N,0
1034598,28,Male,Single,150000,N,
1034613,20,Male,Married,35000,Y,1
1034672,31,Male,Married,75000,Y,1
1034885,44,Male,Married,150000,Y,1
1035033,52,Male,Married,250000,,
1035056,68,Male,Married,150000,N,0
1035085,58,Male,Married,137500,N,0
1035113,55,Male,Married,150000,Y,1
1035271,37,Male,Married,85000,N,0
1035444,42,Male,Married,225000,Y,4
1035590,65,Male,Single,150000,N,0
1035672,44,Female,Married,187500,Y,1
1035744,42,Male,Married,7500,Y,1
1035780,53,Male,Married,150000,Y,1
1035928,34,Male,Married,150000,Y,1
1036000,28,Male,Single,125000,N,0
1036133,58,Female,Married,112500,N,0
1036184,27,Male,Married,112500,N,0
1036235,52,Male,Married,150000,Y,1
1036276,67,Male,Married,150000,N,
1036347,52,Male,Married,250000,Y,5
1036394,44,Female,Single,95000,N,0
1036561,48,Male,Married,187500,Y,4
1036754,,,,,,
1036888,68,Female,Married,95000,N,
1037025,70,Female,Married,162500,N,0
1037133,58,Male,Single,125000,N,0
1037151,56,Male,Married,75000,N,1
1037197,47,Male,Married,112500,N,1
1037225,36,Female,Married,150000,Y,1
1037495,76,Male,Married,95000,N,0
1037519,,,,,,
1037546,48,Female,Married,150000,Y,1
1037761,58,Female,Married,95000,N,4
1037891,59,Female,Married,112500,Y,1
1038091,,,,,,
1038101,44,Female,Married,150000,Y,2
1038291,39,Male,Married,150000,N,0
1038315,31,Male,Married,95000,Y,1
1038609,30,Female,Single,162500,N,0
1038817,,,Married,137500,Y,3
1038873,50,Male,Single,12500,N,0
1038877,27,Female,Single,150000,Y,1
1038918,41,Male,Married,150000,Y,1
1038995,61,Male,Single,112500,N,0
1039035,28,Female,Single,125000,N,0
1039113,,,,,,
1039216,,,,,,
1039237,47,Male,Married,150000,Y,2
1039406,,,,,,
1039535,76,Male,Married,112500,N,0
1039744,26,Male,Married,65000,N,
1039808,,,Married,47500,N,0
1039970,74,Male,Single,125000,N,0
1040034,92,Male,Single,150000,N,
1040130,58,Male,Single,187500,,
1040334,23,Male,Married,112500,Y,2
1040421,63,Male,Single,150000,N,0
1040654,,,,,,
1040779,42,Female,Married,57500,Y,3
1041532,,,Married,125000,,
1041793,41,Male,Married,150000,Y,1
1041808,32,Female,Single,225000,Y,1
1041873,60,Male,Married,45000,N,
1041875,57,Female,Married,112500,Y,3
1041959,,,Married,250000,N,0
1041965,52,Male,Married,87500,,
1042084,53,,Married,45000,N,
1042408,76,Female,Married,55000,N,
1042418,,,,,,
1042524,66,Male,Married,150000,Y,2
1042546,60,Female,Married,87500,N,0
1043030,69,Male,Married,150000,N,0
1043127,51,Male,Single,112500,N,0
1043131,,,,,,
1043382,,,,,,
1043777,66,Male,Single,125000,N,0
1043802,78,Male,Single,150000,N,
1043835,26,Male,Married,125000,Y,1
1044088,44,Female,Single,150000,Y,3
1044146,52,Female,Single,27500,Y,1
1044235,43,Male,Married,85000,Y,6
1044567,55,Female,Married,150000,Y,1
1044635,29,Male,Single,35000,Y,1
1044718,61,Male,Married,85000,Y,1
1044807,36,Male,Married,55000,N,2
1045022,60,Male,Married,70000,N,0
1045160,73,Female,Married,85000,N,0
1045230,65,Male,Married,150000,N,0
1045369,,,,125000,Y,1
1045789,29,Male,Married,137500,N,
1045851,55,Female,Married,150000,Y,1
1045884,78,Male,Married,150000,N,0
1046122,45,Female,Single,150000,Y,1
1046170,34,Male,Single,87500,Y,1
1046173,39,Male,Single,150000,Y,2
1046207,39,Male,Single,112500,N,0
1046217,54,Female,Single,65000,N,
1046288,41,Female,Married,150000,Y,6
1046323,62,Male,Married,250000,N,0
1046413,51,Male,Married,85000,N,
1046515,46,Male,Married,150000,Y,6
1046580,53,Male,Married,75000,N,0
1046620,,,,,,
1046662,36,Male,Married,137500,Y,3
1046870,36,Male,Married,112500,Y,1
1046942,39,Male,Married,95000,Y,1
1047064,39,Male,Single,112500,Y,3
1047078,63,Female,Married,112500,N,0
1047097,42,Female,Married,85000,Y,1
1047240,44,Male,Single,112500,N,
1047352,52,Male,Married,125000,Y,4
1047410,60,Male,Married,65000,N,0
1047458,41,Female,Single,75000,N,0
1047508,60,Female,Single,95000,Y,1
1047621,70,Female,Single,45000,N,0
1047768,,,,,,
1047976,57,Male,Married,95000,N,
1047989,82,Male,Married,95000,N,0
1048029,,,,,,
1048057,,,,,,
1048082,,,,,,
1048126,51,Male,Married,150000,Y,1
1048194,44,Female,Single,65000,Y,7
1048215,74,Male,Married,150000,N,0
1048353,,,,,,
1048432,84,Male,Single,45000,N,0
1048494,57,Male,Married,112500,Y,2
1048747,48,Female,Married,25000,Y,1
1048818,42,Male,Married,137500,N,0
1048910,72,Male,Married,87500,,
1048922,56,Female,Married,35000,N,2
1048960,,,Single,25000,N,0
1049396,,,,,,
1049437,32,Male,Married,125000,,
1049573,41,Male,Married,137500,N,0
1049576,,,,,,
1049633,54,Female,Married,70000,Y,1
1049725,28,Female,Single,125000,Y,1
1049875,47,Male,Married,95000,Y,3
1050066,64,Male,Married,95000,Y,1
1050126,72,Male,Married,112500,N,0
1050151,,,,,,
1050416,34,Male,Married,87500,Y,1
1050894,48,Female,Married,87500,Y,1
1051052,,,,,,
1051273,59,Male,Married,150000,N,0
1051276,58,Male,Married,95000,Y,1
1051401,80,Male,Married,75000,N,0
1052171,,,,,,
1052238,,Female,,,N,
1052279,65,Male,Married,150000,N,
1052429,59,Male,Married,95000,N,
1052740,34,Female,Married,150000,Y,3
1052804,,,,,,
1052916,76,Male,Married,95000,N,0
1052948,54,Male,Married,125000,Y,4
1053087,70,Male,Married,65000,N,0
1053103,78,Male,Single,125000,Y,2
1053159,60,Male,Married,150000,N,
1053309,,,,,,
1053615,,,,,,
1053979,,,,,,
1054008,,,,,,
1054096,34,Male,Single,62500,Y,1
1054374,70,Male,Single,35000,N,
1054457,49,Male,Married,150000,Y,2
1054777,,,,,,
1055003,,,Single,47500,,
1055206,68,Female,Married,150000,N,0
1055223,36,Male,Married,47500,Y,2
1055459,,,,,,
1055858,,,,,,
1055978,42,Male,Married,150000,Y,1
1056237,38,Female,Single,75000,Y,1
1056603,34,Male,Single,47500,,
1056682,,,,,,
1056890,55,Female,Married,112500,N,0
1056932,,,,,,
1057025,32,Male,Single,225000,,
1057143,,,Married,150000,N,
1057290,23,Male,Married,112500,Y,1
1057300,66,Male,Married,150000,Y,1
1057301,84,Male,Married,125000,,
1057487,58,Female,Single,55000,N,0
1057502,50,Male,Married,150000,Y,5
1057716,54,Male,Single,55000,N,0
1057759,61,Male,Married,65000,N,
1057817,61,Male,Married,112500,Y,1
1057855,,,,,,
1058073,38,Female,Married,87500,N,0
1058149,65,Female,Married,150000,Y,1
1058186,27,Female,Married,150000,N,
1058197,30,Female,Married,112500,N,0
1058213,,,,,,
1058441,70,Male,Married,42500,N,0
1058476,,,,,,
1058692,25,Male,Single,150000,N,0
1059077,71,Male,Single,187500,N,0
1059261,29,Male,Single,45000,Y,1
1059409,42,Female,Married,150000,Y,1
1059763,40,Male,Single,65000,Y,1
1059801,30,Male,Single,150000,Y,1
1059802,47,Male,Married,150000,N,0
1060259,42,Male,Married,150000,Y,1
1060363,32,Male,Married,75000,Y,1
1060468,,,,,,
1060610,45,Female,Married,150000,Y,1
1060766,72,Male,Married,125000,N,0
1060878,44,Male,Single,137500,N,0
1061195,26,Male,Married,125000,Y,1
1061283,29,Female,Single,150000,N,
1061584,,,,,,
1061745,52,Female,Single,150000,N,
1061764,70,Female,Married,112500,Y,1
1061979,66,Male,Married,150000,N,0
1061987,,,,,,
1062139,38,Male,Single,150000,Y,1
1062464,57,Male,Married,150000,N,0
1062582,26,Male,Married,87500,N,0
1062620,46,,Married,112500,Y,4
1062759,66,Male,Single,35000,Y,1
1062967,63,Male,Married,95000,N,0
1062975,42,Male,Single,95000,Y,1
1062978,60,Male,Married,150000,N,0
1063155,57,Male,Married,75000,N,0
1063263,,,,,,
1063286,,,,,,
1063436,61,Male,Single,75000,N,0
1063640,,,,,,
1063680,33,Male,Married,150000,Y,1
1063854,61,Male,Married,150000,Y,1
1063882,26,Female,Single,225000,N,0
1063959,54,Male,Married,112500,N,0
1064043,66,Female,Married,45000,N,0
1064184,42,Male,Married,75000,Y,5
1064709,72,Female,Single,112500,N,0
1064759,79,Male,Single,17500,N,0
1064904,,,,,,
1064945,41,Male,Married,95000,Y,6
1065060,54,Male,Single,55000,Y,4
1065168,,,,,,
1065187,62,Female,Married,25000,N,
1065194,,,,,,
1065206,35,Male,Married,150000,Y,3
1065337,62,Male,Single,225000,N,0
1065345,,,,,,
1065416,68,Male,Married,22500,Y,1
1065630,48,Female,Married,75000,Y,1
1065698,58,Male,Single,17500,N,0
1066538,50,Male,Married,225000,Y,2
1066592,,,,,,
1066667,,,,,,
1066698,32,Male,Single,150000,N,
1067135,56,Male,Married,95000,Y,1
1067173,,,,,,
1067188,71,Male,Married,150000,N,
1067252,64,Female,Married,125000,N,0
1067358,54,Male,Married,125000,N,0
1067582,,,,,,
1067882,66,Male,Married,125000,,
1068108,56,Female,Married,25000,N,
1068354,24,Male,Married,85000,Y,3
1068442,61,Male,Single,45000,N,0
1068493,36,Male,Married,27500,N,0
1068613,70,Male,Single,47500,,
1068789,,,,,,
1068867,,,,,,
1068970,72,Male,Married,187500,N,0
1069001,,,,,,
1069194,34,Male,Married,95000,Y,1
1069286,62,Female,Married,70000,,
1069313,68,Male,Married,95000,N,
1069476,69,Male,Married,75000,N,0
1069568,75,Male,Married,150000,N,
1069619,45,Male,Married,95000,Y,1
1069763,,,,,,
1069889,65,Male,Single,35000,N,
1070009,72,Male,Married,225000,Y,3
1070049,58,Female,Married,125000,N,0
1070375,66,Female,Married,57500,Y,2
1070638,,,,,,
1071302,,,,,,
1071408,44,Male,Single,112500,Y,1
1071624,,,,,,
1071657,60,Male,Married,150000,N,
1071710,,Male,Single,37500,,
1071720,26,Male,Married,85000,Y,1
1072272,72,Male,Married,150000,N,0
1072563,47,Male,Single,35000,N,0
1072641,72,Male,Married,70000,N,0
1072664,69,Male,Married,112500,N,1
1072698,74,Male,Married,150000,N,0
1072701,,,,,,
1072754,,,,,,
1072843,74,Female,Married,95000,N,0
1072892,64,Male,Married,125000,N,0
1072932,89,Female,Single,65000,N,
1073610,46,Male,Single,225000,Y,1
1073635,,,,,,
1073671,23,Male,Married,95000,Y,3
1074125,58,Female,Married,125000,,
1074184,,,,,,
1074264,64,Male,Married,150000,N,0
1074499,77,Male,Married,150000,N,0
1074603,43,Male,Married,95000,Y,2
1074735,,,,,,
1074832,35,Male,Married,150000,Y,3
1074880,,,,,,
1074924,,,,,,
1075027,69,Male,Married,150000,N,
1075601,74,Male,Married,47500,N,0
1075666,,,,,,
1075670,,,,,,
1075691,46,Female,Married,137500,Y,5
1075736,40,Male,Married,150000,Y,3
1075746,,,,,,
1075762,60,Male,Married,95000,N,
1075805,49,Male,Married,150000,N,
1076044,35,Male,Married,150000,Y,1
1076449,,,,,,
1076484,,,Single,7500,N,
1076569,,,,,,
1076611,,,,,,
1076793,36,Male,Married,70000,Y,2
1076905,27,Female,Married,95000,N,
1076958,56,Male,Married,150000,Y,1
1077041,68,Male,Married,57500,,
1077194,37,Male,Married,112500,Y,1
1077512,,,,,,
1077675,,,,,,
1078023,29,Male,Single,112500,Y,1
1078141,76,Male,Married,137500,Y,1
1078206,58,Female,Married,75000,Y,2
1078220,57,Male,Married,150000,N,0
1078267,24,Male,Single,150000,Y,1
1078279,36,Female,Single,75000,N,0
1078392,30,Male,Married,95000,N,0
1078406,59,Female,Married,137500,N,0
1078481,21,Male,Married,150000,Y,4
1078519,70,Female,Married,95000,Y,1
1078597,74,Male,Married,125000,N,0
1078902,50,Female,Married,150000,Y,4
1078962,,,,,,
1078978,68,Female,Married,125000,N,0
1079011,72,Female,Married,45000,N,0
1079363,62,Male,Married,150000,N,0
1079507,44,Female,Single,87500,Y,1
1079588,52,Male,Married,75000,Y,1
1079688,76,Male,Married,47500,,
1079764,50,Male,Married,125000,,
1079823,,,,,,
1079835,32,Male,Single,187500,,
1079849,29,Female,Single,95000,Y,1
1079900,52,Male,Married,150000,Y,2
1080033,,,,,,
1080122,43,Female,Married,45000,Y,5
1080224,,,,,,
1080225,64,Male,,32500,Y,1
1080877,62,Male,Married,225000,N,0
1080926,44,Male,Married,125000,N,0
1080967,,,,,,
1081031,60,Male,Single,25000,N,
1081169,64,Male,Married,150000,N,
1081539,59,Male,Married,150000,N,0
1081972,60,Female,Married,25000,N,0
1082117,54,Male,Married,125000,,
1082140,42,Male,Single,112500,N,0
1082267,46,Male,Married,125000,,
1082269,,,,,,
1082539,48,Male,Married,87500,N,1
1082564,76,Male,Married,250000,N,0
1082735,,,,,,
1083006,61,Female,Married,150000,N,0
1083226,53,Male,Married,112500,Y,1
1083303,40,Male,Single,55000,Y,1
1083446,59,Male,Married,75000,N,1
1083652,49,Female,Married,75000,Y,2
1083663,48,Male,Married,150000,Y,5
1084020,39,Male,Married,45000,N,0
1084284,,,,,,
1084568,,,,,,
1084573,54,Male,Married,75000,N,0
1084604,43,Male,Married,150000,Y,1
1084803,58,Male,Married,150000,N,0
1084812,48,Male,Married,25000,N,
1085023,25,Female,Married,137500,Y,1
1085445,50,Male,Married,85000,N,
1085532,54,Male,Married,250000,,
1085565,66,Male,Single,187500,,
1085724,,,,,,
